fileID,k,K,n,N,pvalue
HO_MYOD1_HUMAN.H10MO.C.bed,13,451,502.0,27167.0,0.0843758988494
HO_MYOG_HUMAN.H10MO.D.bed,0,4,63.0,2584.0,0.188133824912
HO_MZF1_HUMAN.H10MO.D.bed,11,477,502.0,27167.0,0.351232991231
HO_NANOG_HUMAN.H10MO.A.bed,4,65,502.0,27167.0,0.014048906559
HO_NDF1_HUMAN.H10MO.C.bed,1,68,502.0,27167.0,0.717315850409
HO_NDF2_HUMAN.H10MO.D.bed,0,10,399.0,23065.0,0.320309249243
HO_NF2L1_HUMAN.H10MO.C.bed,62,4000,502.0,27167.0,0.141926571536
HO_NF2L2_HUMAN.H10MO.D.bed,0,117,502.0,27167.0,0.224528100986
HO_NFAC1_HUMAN.H10MO.A.bed,2,59,364.0,19453.0,0.196769660613
HO_NFAC1_HUMAN.H10MO.S.bed,1,60,502.0,27167.0,0.609108014209
HO_NFAC2_HUMAN.H10MO.B.bed,3,281,502.0,27167.0,0.469858167828
HO_NFAC3_HUMAN.H10MO.B.bed,0,201,502.0,27167.0,0.0464335086493
HO_NFAC4_HUMAN.H10MO.C.bed,1,94,502.0,27167.0,0.9587363995
HO_NFAT5_HUMAN.H10MO.D.bed,1,40,502.0,27167.0,0.33713122987
HO_NFE2_HUMAN.H10MO.B.bed,0,86,502.0,27167.0,0.401161747596
HO_NFIA_HUMAN.H10MO.C.bed,2,35,502.0,27167.0,0.0530122952959
HO_NFIL3_HUMAN.H10MO.C.bed,1,18,502.0,27167.0,0.0857831490589
HO_NFKB1_HUMAN.H10MO.B.bed,1,82,502.0,27167.0,0.898214946115
HO_NFKB2_HUMAN.H10MO.D.bed,1,67,502.0,27167.0,0.70393638446
HO_NFYB_HUMAN.H10MO.A.bed,2,29,264.0,12701.0,0.0435572133532
HO_NFYC_HUMAN.H10MO.B.bed,1,46,502.0,27167.0,0.417415235825
HO_NGN2_HUMAN.H10MO.D.bed,0,40,502.0,27167.0,0.947962657363
HO_NKX21_HUMAN.H10MO.D.bed,3,54,502.0,27167.0,0.0352119899377
HO_NKX22_HUMAN.H10MO.D.bed,1,106,502.0,27167.0,0.828634759339
HO_NKX23_HUMAN.H10MO.D.bed,1,66,502.0,27167.0,0.690508871818
HO_NKX25_HUMAN.H10MO.C.bed,57,3487,502.0,27167.0,0.351292128213
HO_NKX28_HUMAN.H10MO.C.bed,1,129,502.0,27167.0,0.616907859544
HO_NKX31_HUMAN.H10MO.C.bed,0,103,502.0,27167.0,0.291833594426
HO_NKX61_HUMAN.H10MO.D.bed,0,109,432.0,25559.0,0.310709676887
HO_NKX62_HUMAN.H10MO.D.bed,0,74,502.0,27167.0,0.502121267944
HO_NOBOX_HUMAN.H10MO.C.bed,5,227,502.0,27167.0,0.488331379146
HO_NOTO_HUMAN.H10MO.D.bed,0,5,63.0,2584.0,0.232377068724
HO_NR1D1_HUMAN.H10MO.C.bed,0,3,101.0,3768.0,0.156596043752
HO_NR1H2_HUMAN.H10MO.D.bed,0,12,502.0,27167.0,0.401145329069
HO_NR1H4_HUMAN.H10MO.C.bed,1,20,502.0,27167.0,0.103996085621
HO_NR1I2_HUMAN.H10MO.C.bed,0,47,502.0,27167.0,0.831763451545
HO_NR1I2_HUMAN.H10MO.S.bed,14,927,502.0,27167.0,0.52814825963
HO_NR1I3_HUMAN.H10MO.C.bed,0,25,399.0,23065.0,0.70739412869
HO_NR2C1_HUMAN.H10MO.C.bed,0,63,502.0,27167.0,0.616787191492
HO_NR2C2_HUMAN.H10MO.A.bed,1,63,432.0,25559.0,0.576583665253
HO_NR2E3_HUMAN.H10MO.C.bed,2,68,502.0,27167.0,0.262414007472
HO_NR4A1_HUMAN.H10MO.C.bed,5,177,502.0,27167.0,0.222056279086
HO_NR4A2_HUMAN.H10MO.C.bed,5,177,502.0,27167.0,0.222056279086
HO_NR4A3_HUMAN.H10MO.D.bed,0,41,373.0,20378.0,0.937045388251
HO_NR6A1_HUMAN.H10MO.B.bed,0,51,502.0,27167.0,0.77186431507
HO_NRF1_HUMAN.H10MO.A.bed,1,12,502.0,27167.0,0.0397924162835
HO_OLIG1_HUMAN.H10MO.D.bed,0,13,502.0,27167.0,0.430702502566
HO_OLIG3_HUMAN.H10MO.D.bed,0,16,364.0,19453.0,0.521830144464
HO_ONEC2_HUMAN.H10MO.D.bed,3,150,337.0,17104.0,0.685230173874
HO_ONEC3_HUMAN.H10MO.D.bed,0,85,502.0,27167.0,0.40873824112
HO_OTX1_HUMAN.H10MO.D.bed,5,396,502.0,27167.0,0.515080329745
HO_OTX2_HUMAN.H10MO.C.bed,1,84,502.0,27167.0,0.922900622602
HO_OVOL1_HUMAN.H10MO.C.bed,0,148,502.0,27167.0,0.125582796993
HO_P53_HUMAN.H10MO.B.bed,0,59,502.0,27167.0,0.66467404634
HO_P5F1B_HUMAN.H10MO.D.bed,0,8,101.0,3768.0,0.391055309714
HO_P63_HUMAN.H10MO.A.bed,1,39,333.0,16858.0,0.359321480089
HO_P63_HUMAN.H10MO.S.bed,1,69,502.0,27167.0,0.730644462612
HO_P73_HUMAN.H10MO.A.bed,1,183,502.0,27167.0,0.290988253712
HO_P73_HUMAN.H10MO.S.bed,7,141,502.0,27167.0,0.00959061470757
HO_PAX1_HUMAN.H10MO.D.bed,0,1,325.0,16057.0,0.0404807873057
HO_PAX2_HUMAN.H10MO.D.bed,0,18,399.0,23065.0,0.539286929262
HO_PAX2_HUMAN.H10MO.S.bed,19,1451,502.0,27167.0,0.132461397531
HO_PAX3_HUMAN.H10MO.D.bed,0,9,409.0,24459.0,0.281669988063
HO_PAX4_HUMAN.H10MO.D.bed,0,39,502.0,27167.0,0.965835310154
HO_PAX5_HUMAN.H10MO.A.bed,8,328,502.0,27167.0,0.311886270343
HO_PAX5_HUMAN.H10MO.S.bed,71,4432,502.0,27167.0,0.201833013462
HO_PAX6_HUMAN.H10MO.D.bed,0,10,502.0,27167.0,0.340353852802
HO_PAX7_HUMAN.H10MO.D.bed,1,13,502.0,27167.0,0.0464592478351
HO_PAX8_HUMAN.H10MO.D.bed,2,39,502.0,27167.0,0.0701517231805
HO_PBX1_HUMAN.H10MO.B.bed,0,6,176.0,8201.0,0.244172115835
HO_PBX2_HUMAN.H10MO.C.bed,1,31,409.0,24459.0,0.188916032447
HO_PEBB_HUMAN.H10MO.C.bed,4,518,502.0,27167.0,0.0719180045478
HO_PHX2A_HUMAN.H10MO.D.bed,1,42,502.0,27167.0,0.363618609452
HO_PHX2B_HUMAN.H10MO.D.bed,1,46,502.0,27167.0,0.417415235825
HO_PIT1_HUMAN.H10MO.C.bed,0,84,502.0,27167.0,0.416457536718
HO_PITX1_HUMAN.H10MO.D.bed,0,39,502.0,27167.0,0.965835310154
HO_PITX2_HUMAN.H10MO.D.bed,1,100,502.0,27167.0,0.892010251057
HO_PITX3_HUMAN.H10MO.D.bed,0,34,502.0,27167.0,0.939629108152
HO_PKNX2_HUMAN.H10MO.D.bed,1,64,383.0,21572.0,0.62947360403
HO_PLAG1_HUMAN.H10MO.D.bed,6,125,502.0,27167.0,0.0173806577039
HO_PLAG1_HUMAN.H10MO.S.bed,0,22,351.0,17898.0,0.706751530894
HO_PLAL1_HUMAN.H10MO.D.bed,0,11,325.0,16057.0,0.402966284497
HO_PO2F2_HUMAN.H10MO.D.bed,2,94,502.0,27167.0,0.503538920111
HO_PO2F3_HUMAN.H10MO.D.bed,1,60,502.0,27167.0,0.609108014209
HO_PO3F1_HUMAN.H10MO.C.bed,0,41,383.0,21572.0,0.958855676619
HO_PO3F2_HUMAN.H10MO.D.bed,1,15,176.0,8201.0,0.080071776611
HO_PO3F3_HUMAN.H10MO.D.bed,5,184,502.0,27167.0,0.253739533782
HO_PO3F4_HUMAN.H10MO.D.bed,1,77,502.0,27167.0,0.835143717117
HO_PO4F1_HUMAN.H10MO.D.bed,1,37,399.0,23065.0,0.26816103054
HO_PO4F3_HUMAN.H10MO.D.bed,1,38,502.0,27167.0,0.310997513827
HO_PO5F1_HUMAN.H10MO.A.bed,0,1,63.0,2584.0,0.0487616099002
HO_PO6F2_HUMAN.H10MO.D.bed,1,26,502.0,27167.0,0.165581498934
HO_PPARA_HUMAN.H10MO.C.bed,1,58,502.0,27167.0,0.581738346626
HO_PPARA_HUMAN.H10MO.S.bed,59,2639,502.0,27167.0,0.108714763234
HO_PPARD_HUMAN.H10MO.D.bed,3,43,502.0,27167.0,0.0160919186015
HO_PPARG_HUMAN.H10MO.A.bed,2,68,502.0,27167.0,0.262414007472
HO_PPARG_HUMAN.H10MO.S.bed,6,471,502.0,27167.0,0.460542929789
HO_PRD14_HUMAN.H10MO.C.bed,0,50,502.0,27167.0,0.786422868045
HO_PRDM1_HUMAN.H10MO.C.bed,2,155,502.0,27167.0,0.903698722457
HO_PRDM4_HUMAN.H10MO.D.bed,0,10,383.0,21572.0,0.328085328424
HO_PRGR_HUMAN.H10MO.C.bed,1,59,502.0,27167.0,0.595433598163
HO_PRGR_HUMAN.H10MO.S.bed,63,3506,502.0,27167.0,0.8752196597
HO_PROP1_HUMAN.H10MO.D.bed,1,86,502.0,27167.0,0.947259811218
HO_PROX1_HUMAN.H10MO.D.bed,7,92,502.0,27167.0,0.000615663728597
HO_PRRX1_HUMAN.H10MO.D.bed,34,2862,502.0,27167.0,0.00453355072277
HO_PRRX2_HUMAN.H10MO.C.bed,43,3508,502.0,27167.0,0.00268441107554
HO_PTF1A_HUMAN.H10MO.C.bed,1,32,246.0,12206.0,0.270982033482
HO_PURA_HUMAN.H10MO.D.bed,5,253,432.0,25559.0,0.515492521169
HO_RARA_HUMAN.H10MO.S.bed,68,4099,502.0,27167.0,0.363173303736
HO_RARB_HUMAN.H10MO.D.bed,18,1119,333.0,16858.0,0.429269731943
HO_RARG_HUMAN.H10MO.C.bed,1,34,383.0,21572.0,0.243612250376
HO_RARG_HUMAN.H10MO.S.bed,68,4099,502.0,27167.0,0.363173303736
HO_RAX2_HUMAN.H10MO.D.bed,1,79,502.0,27167.0,0.860597352387
HO_REL_HUMAN.H10MO.C.bed,6,88,208.0,10503.0,0.00353278112938
HO_RELB_HUMAN.H10MO.C.bed,4,89,333.0,16858.0,0.0630491917217
HO_RFX1_HUMAN.H10MO.C.bed,0,37,502.0,27167.0,0.997404221702
HO_RFX2_HUMAN.H10MO.C.bed,1,30,364.0,19453.0,0.215768966694
HO_RFX3_HUMAN.H10MO.B.bed,1,35,373.0,20378.0,0.268412746626
HO_RFX4_HUMAN.H10MO.D.bed,1,23,502.0,27167.0,0.133591113374
HO_RFX5_HUMAN.H10MO.A.bed,1,37,399.0,23065.0,0.26816103054
HO_RHXF1_HUMAN.H10MO.D.bed,0,4,123.0,5055.0,0.187722218987
HO_RORA_HUMAN.H10MO.B.bed,0,10,147.0,6518.0,0.408182645295
HO_RORG_HUMAN.H10MO.C.bed,0,30,502.0,27167.0,0.857394943961
HO_RREB1_HUMAN.H10MO.D.bed,2,139,364.0,19453.0,0.967517351164
HO_RUNX1_HUMAN.H10MO.A.bed,4,170,502.0,27167.0,0.414222417848
HO_RUNX2_HUMAN.H10MO.B.bed,3,158,502.0,27167.0,0.669028301767
HO_RX_HUMAN.H10MO.D.bed,1,62,364.0,19453.0,0.647085547432
HO_RXRA_HUMAN.H10MO.C.bed,0,54,502.0,27167.0,0.729782825559
HO_RXRB_HUMAN.H10MO.C.bed,1,90,502.0,27167.0,0.994962970679
HO_RXRG_HUMAN.H10MO.B.bed,1,25,502.0,27167.0,0.154673970232
HO_SCRT1_HUMAN.H10MO.D.bed,1,27,373.0,20378.0,0.173834778385
HO_SCRT2_HUMAN.H10MO.D.bed,1,35,502.0,27167.0,0.272603332077
HO_SHOX2_HUMAN.H10MO.D.bed,2,131,502.0,27167.0,0.873907467921
HO_SMAD1_HUMAN.H10MO.D.bed,1,13,123.0,5055.0,0.0768937732573
HO_SMAD2_HUMAN.H10MO.C.bed,2,53,502.0,27167.0,0.149268932104
HO_SMAD3_HUMAN.H10MO.C.bed,1,131,502.0,27167.0,0.600779511699
HO_SMAD4_HUMAN.H10MO.C.bed,1,54,502.0,27167.0,0.526832504574
HO_SMRC1_HUMAN.H10MO.D.bed,2,79,295.0,14022.0,0.463122800126
HO_SNAI1_HUMAN.H10MO.C.bed,21,1051,502.0,27167.0,0.608616254917
HO_SNAI2_HUMAN.H10MO.C.bed,123,6236,502.0,27167.0,0.374592696426
HO_SOX10_HUMAN.H10MO.D.bed,55,3347,502.0,27167.0,0.38644442728
HO_SOX11_HUMAN.H10MO.D.bed,0,0,101.0,3768.0,0.0
HO_SOX15_HUMAN.H10MO.D.bed,34,2084,502.0,27167.0,0.505352058445
HO_SOX17_HUMAN.H10MO.D.bed,1,15,502.0,27167.0,0.0610428218213
HO_SOX18_HUMAN.H10MO.D.bed,0,46,502.0,27167.0,0.847449437223
HO_SOX1_HUMAN.H10MO.D.bed,0,22,502.0,27167.0,0.67334391512
HO_SOX21_HUMAN.H10MO.D.bed,0,19,325.0,16057.0,0.644169336307
HO_SOX2_HUMAN.H10MO.B.bed,1,24,409.0,24459.0,0.12090337067
HO_SOX3_HUMAN.H10MO.D.bed,0,45,502.0,27167.0,0.863430639994
HO_SOX4_HUMAN.H10MO.C.bed,0,19,502.0,27167.0,0.596938497847
HO_SOX5_HUMAN.H10MO.C.bed,27,1367,502.0,27167.0,0.627717052003
HO_SOX7_HUMAN.H10MO.D.bed,0,13,502.0,27167.0,0.430702502566
HO_SOX9_HUMAN.H10MO.B.bed,5,95,502.0,27167.0,0.0168438744133
HO_SP1_HUMAN.H10MO.C.bed,4,150,246.0,12206.0,0.37176550223
HO_SP1_HUMAN.H10MO.S.bed,10,280,502.0,27167.0,0.0313372949749
HO_SP2_HUMAN.H10MO.C.bed,4,149,325.0,16057.0,0.369781793965
HO_SP3_HUMAN.H10MO.B.bed,1,31,101.0,3768.0,0.402417706395
HO_SP4_HUMAN.H10MO.D.bed,1,33,101.0,3768.0,0.442068922545
HO_SPDEF_HUMAN.H10MO.D.bed,1,30,502.0,27167.0,0.211365805074
HO_SPI1_HUMAN.H10MO.A.bed,1,66,147.0,6518.0,0.881985725963
HO_SPIB_HUMAN.H10MO.B.bed,5,491,502.0,27167.0,0.213923257983
HO_SPZ1_HUMAN.H10MO.D.bed,0,18,432.0,25559.0,0.52861152338
HO_SRBP1_HUMAN.H10MO.B.bed,2,140,502.0,27167.0,0.960087379876
HO_SRBP2_HUMAN.H10MO.B.bed,5,209,399.0,23065.0,0.310899648991
HO_SRF_HUMAN.H10MO.A.bed,2,123,502.0,27167.0,0.795143989904
HO_SRY_HUMAN.H10MO.B.bed,14,1383,295.0,14022.0,0.00177106343167
HO_STA5A_HUMAN.H10MO.B.bed,0,49,176.0,8201.0,0.688639516319
HO_STA5B_HUMAN.H10MO.C.bed,3,176,502.0,27167.0,0.819527704832
HO_STAT1_HUMAN.H10MO.A.bed,0,14,337.0,17104.0,0.486470115532
HO_STAT1_HUMAN.H10MO.S.bed,1,73,502.0,27167.0,0.783398349239
HO_STAT2_HUMAN.H10MO.B.bed,6,362,502.0,27167.0,0.990556703595
HO_STAT3_HUMAN.H10MO.A.bed,0,21,502.0,27167.0,0.648348368035
HO_STAT4_HUMAN.H10MO.D.bed,6,170,502.0,27167.0,0.0782065122689
HO_STAT6_HUMAN.H10MO.C.bed,4,80,502.0,27167.0,0.0327056655636
HO_STF1_HUMAN.H10MO.B.bed,4,267,502.0,27167.0,0.89968268152
HO_TAL1_HUMAN.H10MO.A.bed,0,5,194.0,9349.0,0.199114534679
HO_TAL1_HUMAN.H10MO.S.bed,0,9,364.0,19453.0,0.312732326148
HO_TBP_HUMAN.H10MO.C.bed,0,4,63.0,2584.0,0.188133824912
HO_TBR1_HUMAN.H10MO.D.bed,1,39,502.0,27167.0,0.324016205145
HO_TBX15_HUMAN.H10MO.D.bed,15,483,502.0,27167.0,0.0372405384753
HO_TBX19_HUMAN.H10MO.D.bed,0,6,325.0,16057.0,0.230955349331
HO_TBX1_HUMAN.H10MO.D.bed,3,185,502.0,27167.0,0.893659955109
HO_TBX20_HUMAN.H10MO.D.bed,1,18,502.0,27167.0,0.0857831490589
HO_TBX21_HUMAN.H10MO.D.bed,1,34,502.0,27167.0,0.260055272866
HO_TBX2_HUMAN.H10MO.D.bed,4,240,502.0,27167.0,0.913211290453
HO_TBX3_HUMAN.H10MO.D.bed,1,31,502.0,27167.0,0.223292716664
HO_TBX4_HUMAN.H10MO.D.bed,1,25,502.0,27167.0,0.154673970232
HO_TBX5_HUMAN.H10MO.D.bed,17,885,325.0,16057.0,0.947084527991
HO_TCF7_HUMAN.H10MO.C.bed,0,39,502.0,27167.0,0.965835310154
HO_TEAD1_HUMAN.H10MO.D.bed,3,61,351.0,17898.0,0.063298125469
HO_TEAD3_HUMAN.H10MO.D.bed,2,82,502.0,27167.0,0.387270065851
HO_TEAD4_HUMAN.H10MO.A.bed,2,115,502.0,27167.0,0.714971229024
HO_TEF_HUMAN.H10MO.D.bed,1,51,502.0,27167.0,0.485649485595
HO_TF2LX_HUMAN.H10MO.D.bed,0,21,502.0,27167.0,0.648348368035
HO_TF65_HUMAN.H10MO.A.bed,3,111,502.0,27167.0,0.30038916146
HO_TF7L1_HUMAN.H10MO.D.bed,0,0,123.0,5055.0,0.0
HO_TF7L2_HUMAN.H10MO.A.bed,2,109,502.0,27167.0,0.654349413209
HO_TFAP4_HUMAN.H10MO.C.bed,1,52,502.0,27167.0,0.49936779172
HO_TFCP2_HUMAN.H10MO.D.bed,1,7,123.0,5055.0,0.0227690843905
HO_TFDP1_HUMAN.H10MO.D.bed,9,249,502.0,27167.0,0.0360444454382
HO_TFDP1_HUMAN.H10MO.S.bed,0,0,0.0,0.0,0.0
HO_TFE2_HUMAN.H10MO.C.bed,1,52,432.0,25559.0,0.438738436875
HO_TFE3_HUMAN.H10MO.C.bed,3,92,502.0,27167.0,0.182068665263
HO_TFEB_HUMAN.H10MO.C.bed,2,135,502.0,27167.0,0.912568029304
HO_TGIF1_HUMAN.H10MO.D.bed,0,45,383.0,21572.0,0.89242443879
HO_TGIF1_HUMAN.H10MO.S.bed,134,6819,502.0,27167.0,0.376343513407
HO_TGIF2_HUMAN.H10MO.D.bed,1,96,502.0,27167.0,0.936126711422
HO_THA_HUMAN.H10MO.C.bed,23,1096,502.0,27167.0,0.447799003834
HO_THA_HUMAN.H10MO.S.bed,3,109,502.0,27167.0,0.286769653946
HO_THAP1_HUMAN.H10MO.D.bed,0,23,502.0,27167.0,0.697878133308
HO_THB_HUMAN.H10MO.C.bed,2,232,502.0,27167.0,0.390154507917
HO_THB_HUMAN.H10MO.S.bed,1,35,502.0,27167.0,0.272603332077
HO_TLX1_HUMAN.H10MO.D.bed,3,43,502.0,27167.0,0.0160919186015
HO_TLX1_HUMAN.H10MO.S.bed,0,39,502.0,27167.0,0.965835310154
HO_TWST1_HUMAN.H10MO.D.bed,6,161,502.0,27167.0,0.0609108406712
HO_TYY1_HUMAN.H10MO.A.bed,0,14,502.0,27167.0,0.459714336708
HO_UBIP1_HUMAN.H10MO.D.bed,165,10262,409.0,24459.0,0.53878019247
HO_USF2_HUMAN.H10MO.A.bed,0,17,325.0,16057.0,0.587508090539
HO_VAX1_HUMAN.H10MO.D.bed,1,26,502.0,27167.0,0.165581498934
HO_VAX2_HUMAN.H10MO.D.bed,0,20,502.0,27167.0,0.622882835329
HO_VDR_HUMAN.H10MO.B.bed,1,61,399.0,23065.0,0.569476720288
HO_VDR_HUMAN.H10MO.S.bed,181,9422,502.0,27167.0,0.482363129244
HO_VENTX_HUMAN.H10MO.D.bed,0,60,502.0,27167.0,0.652365267663
HO_VSX1_HUMAN.H10MO.D.bed,0,57,432.0,25559.0,0.756100657272
HO_VSX2_HUMAN.H10MO.D.bed,2,44,502.0,27167.0,0.0950905345935
HO_WT1_HUMAN.H10MO.D.bed,6,190,502.0,27167.0,0.127306397817
HO_XBP1_HUMAN.H10MO.C.bed,1,17,463.0,26653.0,0.0689486224956
HO_YBOX1_HUMAN.H10MO.D.bed,0,0,63.0,2584.0,0.0
HO_ZBED1_HUMAN.H10MO.D.bed,0,0,0.0,0.0,0.0
HO_ZBT18_HUMAN.H10MO.D.bed,0,31,502.0,27167.0,0.878531684899
HO_ZBT49_HUMAN.H10MO.D.bed,0,4,502.0,27167.0,0.143786996075
HO_ZBT7A_HUMAN.H10MO.D.bed,0,53,502.0,27167.0,0.743549208294
HO_ZBT7B_HUMAN.H10MO.D.bed,1,34,502.0,27167.0,0.260055272866
HO_ZBTB4_HUMAN.H10MO.D.bed,0,3,176.0,8201.0,0.126036195439
HO_ZBTB4_HUMAN.H10MO.S.bed,0,7,502.0,27167.0,0.24481454453
HO_ZBTB6_HUMAN.H10MO.D.bed,0,19,502.0,27167.0,0.596938497847
HO_ZEB1_HUMAN.H10MO.B.bed,4,128,502.0,27167.0,0.178418240077
HO_ZEP1_HUMAN.H10MO.D.bed,2,85,502.0,27167.0,0.415728786685
HO_ZEP2_HUMAN.H10MO.D.bed,2,29,502.0,27167.0,0.0320927661695
HO_ZFHX3_HUMAN.H10MO.D.bed,0,59,502.0,27167.0,0.66467404634
HO_ZFX_HUMAN.H10MO.C.bed,2,114,502.0,27167.0,0.704885350205
HO_ZIC1_HUMAN.H10MO.B.bed,2,105,502.0,27167.0,0.613893894438
HO_ZIC2_HUMAN.H10MO.C.bed,2,105,502.0,27167.0,0.613893894438
HO_ZIC3_HUMAN.H10MO.C.bed,0,114,502.0,27167.0,0.237506370652
HO_ZIC4_HUMAN.H10MO.D.bed,0,0,0.0,0.0,0.0
HO_ZKSC1_HUMAN.H10MO.C.bed,3,203,373.0,20378.0,0.977533498265
HO_ZKSC3_HUMAN.H10MO.D.bed,0,3,502.0,27167.0,0.10883767014
HO_ZN143_HUMAN.H10MO.A.bed,1,39,502.0,27167.0,0.324016205145
HO_ZN148_HUMAN.H10MO.D.bed,21,568,502.0,27167.0,0.00199249450798
HO_ZN219_HUMAN.H10MO.D.bed,1,46,502.0,27167.0,0.417415235825
HO_ZN232_HUMAN.H10MO.D.bed,0,6,364.0,19453.0,0.214321968338
HO_ZN333_HUMAN.H10MO.D.bed,2,89,502.0,27167.0,0.454360667167
HO_ZN350_HUMAN.H10MO.C.bed,0,1,63.0,2584.0,0.0487616099002
HO_ZN384_HUMAN.H10MO.C.bed,1,26,383.0,21572.0,0.154548386602
HO_ZN410_HUMAN.H10MO.D.bed,0,7,432.0,25559.0,0.224987841446
HO_ZN423_HUMAN.H10MO.D.bed,0,7,502.0,27167.0,0.24481454453
HO_ZN524_HUMAN.H10MO.D.bed,0,3,364.0,19453.0,0.1101884807
HO_ZN589_HUMAN.H10MO.D.bed,0,13,264.0,12701.0,0.478108535473
HO_ZN639_HUMAN.H10MO.D.bed,2,20,502.0,27167.0,0.0113161784895
HO_ZN652_HUMAN.H10MO.D.bed,1,29,502.0,27167.0,0.199620041311
HO_ZN713_HUMAN.H10MO.D.bed,1,165,264.0,12701.0,0.277898834578
HO_ZN740_HUMAN.H10MO.D.bed,3,98,383.0,21572.0,0.19411895739
HO_ZN784_HUMAN.H10MO.D.bed,1,38,502.0,27167.0,0.310997513827
HO_ZSC16_HUMAN.H10MO.D.bed,0,25,502.0,27167.0,0.745596418592
HO_ZSCA4_HUMAN.H10MO.D.bed,2,53,502.0,27167.0,0.149268932104
