chrom	start	stop	A2C	A2N	ACN	ACD	ACC	A2D
chr2	153212754	153213154	0	0	29	1	0	0
chr2	153215754	153216554	147	0	6	64	165	50
chr2	153216554	153216754	97	0	0	63	56	0
chr2	153260154	153260354	46	22	0	0	2	1
chr2	153261354	153261554	0	0	0	0	2	47
chr2	153261554	153261754	1	55	0	1	6	36
chr2	153261754	153261954	5	38	0	1	4	0
chr2	153261954	153262354	20	0	0	0	0	0
chr2	153262354	153263954	27	64	80	9	118	76
chr2	153263954	153264354	41	1	65	3	46	27
chr2	153264354	153264754	0	0	0	0	0	0
chr2	153265354	153265754	88	0	1	2	4	0
chr2	153265754	153267554	198	213	79	12	76	84
chr2	153267554	153268954	22	120	3	51	103	61
chr2	153269354	153269754	17	24	29	2	2	11
chr2	153269954	153270554	0	0	14	1	81	26
chr2	153271354	153271754	0	0	0	0	0	0
chr2	153277554	153277954	0	11	0	0	0	0
chr2	153277954	153278154	0	11	3	8	70	13
chr2	153278154	153278554	1	23	49	2	4	0
chr2	153281754	153282154	0	0	55	1	1	9
chr2	153282154	153283154	63	3	72	6	8	70
chr2	153283154	153283754	82	0	3	5	122	1
chr2	153288354	153288554	0	26	0	0	1	11
chr2	153288554	153289154	10	9	0	0	0	4
chr2	153289154	153289754	52	47	4	86	106	42
chr2	153309754	153310354	1	63	47	6	6	9
chr2	153310354	153310554	0	0	0	0	0	3
chr2	153311154	153312354	36	72	2	5	144	19
chr2	153320754	153321354	44	0	1	0	2	0
chr2	153321354	153321754	24	76	51	0	5	2
chr2	153323954	153324554	17	36	1	1	3	37
chr2	153325754	153325954	0	16	0	2	4	26
chr2	153327154	153329754	142	5	104	174	13	63
chr2	153329754	153330154	4	53	1	98	90	25
chr2	153330154	153330754	0	0	0	0	2	15
chr2	153330754	153330954	0	0	0	0	0	0
chr2	153337154	153337954	0	0	1	0	1	30
chr2	153337954	153339354	76	2	161	6	46	35
chr2	153339354	153341754	30	49	0	70	11	39
chr2	153341754	153343554	1	104	3	2	4	37
chr2	153343554	153346154	49	98	0	4	13	38
chr2	153347354	153347954	1	0	0	0	0	22
chr2	153354354	153354554	1	21	0	1	84	1
chr2	153398154	153398954	0	28	1	0	2	9
chr2	153398954	153399154	1	44	0	0	2	0
chr2	153399154	153400154	0	2	0	0	1	15
chr2	155303754	155305554	18	0	2	0	2	13
chr2	155305554	155306154	0	0	0	0	0	0
chr2	155306154	155307154	0	0	0	0	0	0
chr2	155307154	155307554	0	0	0	0	0	0
chr2	155318954	155319954	0	0	0	0	0	0
chr2	156831754	156832754	1	0	0	31	1	0
chr2	157045954	157046354	0	0	0	0	0	0
chr2	158694154	158695954	90	33	414	28	289	116
chr2	158695954	158696954	5	111	324	15	159	76
chr2	158696954	158698154	45	55	130	11	134	90
chr2	158698154	158698354	0	36	0	1	1	0
chr2	158698754	158699154	49	10	2	0	2	38
chr2	158935754	158935954	0	0	0	0	0	0
chr2	158935954	158936354	0	0	0	0	0	0
chr2	158936354	158937354	0	0	0	0	0	0
chr2	158950554	158950954	0	0	0	0	0	0
chr2	158950954	158951954	0	0	0	0	0	0
chr2	158983154	158983554	0	1	0	0	0	22
chr2	158983554	158986154	45	1	2	3	71	33
chr2	158986154	158986354	1	3	1	86	6	2
chr2	158986354	158989354	0	30	3	93	55	73
chr2	158989354	158989754	0	0	0	0	0	0
chr2	158990554	158991154	0	0	0	0	0	0
chr2	158991154	158991354	0	0	0	0	0	0
chr2	159041154	159041354	0	0	0	0	0	0
chr2	159041354	159041554	0	0	0	0	0	0
chr2	159041554	159041954	0	0	67	1	0	0
chr2	159041954	159042154	0	0	0	0	0	0
chr2	159045354	159045554	0	0	0	0	0	0
chr2	159045554	159046154	0	0	0	0	0	0
chr2	159046154	159046954	0	0	0	0	0	0
chr2	159046954	159049154	0	70	0	2	3	49
chr2	159049154	159049954	0	0	0	0	0	0
chr2	159063554	159064554	0	0	0	0	0	0
chr2	159315754	159317354	132	238	147	18	373	98
chr2	159352954	159353754	154	80	2	112	17	61
chr2	159360154	159361354	61	156	3	14	110	87
chr2	159395554	159395954	106	117	1	2	10	18
chr2	159395954	159396354	51	96	68	5	92	48
chr2	159415754	159418154	297	235	381	190	51	294
chr2	159475154	159476554	131	99	300	108	88	106
chr2	159704354	159704954	0	0	0	0	0	0
chr2	159724354	159724554	0	0	0	0	0	0
chr2	159724554	159725954	15	0	0	0	0	0
chr2	159854954	159855154	0	0	2	0	0	42
chr2	159855154	159855554	0	20	1	0	1	15
chr2	159855554	159856554	77	38	2	0	10	78
chr2	159955554	159955954	48	23	1	3	1	0
chr2	160236954	160237154	0	1	1	1	0	10
chr2	160237154	160238354	100	63	56	7	89	91
chr2	160258954	160259154	0	0	20	1	0	0
chr2	160259154	160259354	0	45	0	3	0	0
chr2	160462354	160463154	64	26	53	45	10	50
chr2	161971954	161972354	7	4	283	56	379	9
chr2	161972354	161972554	0	1	85	323	137	3
chr2	161972554	161972954	1	2	232	142	229	3
chr2	161979354	161980354	139	64	464	519	387	78
chr2	162015754	162015954	24	1	219	103	17	3
chr2	162015954	162016554	63	112	68	49	178	38
chr2	162022754	162023354	116	41	225	129	397	52
chr2	162023354	162023554	19	27	240	112	13	60
chr2	162023554	162023954	106	94	416	123	22	85
chr2	162851754	162853154	0	0	0	0	0	0
chr2	162872154	162873554	0	0	0	0	0	0
chr2	162883354	162884954	43	1	5	2	1	0
chr2	162886754	162886954	0	0	0	0	0	0
chr2	162925754	162926354	0	0	0	0	0	0
chr2	162926754	162927754	0	0	0	0	0	0
chr2	162928354	162929354	0	0	0	0	0	0
chr2	162941554	162942554	0	0	0	0	0	0
chr2	162945554	162946154	0	1	0	0	0	0
chr2	162947754	162948154	23	19	0	4	1	0
chr2	162963754	162963954	0	0	0	0	0	0
chr2	162963954	162965154	0	0	0	0	0	0
chr2	162965154	162965754	0	0	0	0	0	0
chr2	162968154	162968754	0	0	0	0	0	0
chr2	162968754	162970554	0	0	0	0	0	0
chr2	162970554	162970954	0	0	0	0	0	0
chr2	163430354	163430554	0	0	0	0	0	0
chr2	163430554	163432154	0	0	0	0	0	0
chr2	163432154	163432354	0	0	0	0	0	0
chr2	163434954	163435154	0	0	0	0	0	0
chr2	163435554	163435954	0	0	0	0	0	0
chr2	163435954	163436354	0	10	0	0	0	0
chr2	163436354	163436754	0	0	0	0	0	0
chr2	163436754	163437154	0	0	0	0	0	0
chr2	163437154	163437554	0	0	0	0	0	0
chr2	163438354	163438554	0	0	0	0	0	0
chr2	163438554	163439554	0	0	0	0	0	0
chr2	164521554	164523954	2	132	0	3	5	77
chr2	164523954	164524354	0	0	0	0	0	23
chr2	164524354	164525154	0	0	0	0	1	24
chr2	164799754	164800154	0	0	0	0	0	0
chr2	164800154	164800954	0	0	0	0	0	0
chr2	165370754	165371754	0	0	0	1	24	0
chr2	165371754	165371954	0	0	0	0	0	0
chr2	165423354	165423754	0	0	0	0	0	0
chr2	165423754	165424554	0	0	0	0	0	0
chr2	165424554	165425154	0	0	0	0	0	0
chr2	165456954	165457154	0	0	0	0	0	0
chr2	165548554	165549754	0	0	0	0	0	0
chr2	165549754	165551954	64	0	0	0	1	0
chr2	165551954	165553154	0	38	0	1	0	0
chr2	165553154	165553354	0	0	0	0	0	0
chr2	165553354	165553554	0	0	0	0	0	0
chr2	165554354	165554754	0	0	0	0	0	0
chr2	165554954	165555954	0	43	0	1	1	0
chr2	165564954	165566354	0	22	2	0	0	1
chr2	165566354	165567754	1	0	0	1	0	4
chr2	165568354	165569554	0	0	0	0	0	0
chr2	165569554	165571754	34	1	0	0	0	0
chr2	165572954	165573754	0	0	0	0	0	0
chr2	165590754	165591554	32	0	0	0	1	0
chr2	165591954	165592154	15	0	0	0	0	0
chr2	165593754	165593954	0	0	2	1	58	0
chr2	165594154	165594354	0	0	0	0	0	0
chr2	165594354	165594954	0	0	0	0	0	0
chr2	165594954	165595154	0	0	0	0	0	0
chr2	165595554	165595954	0	0	0	0	0	0
chr2	165596954	165598954	0	1	0	2	1	12
chr2	165598954	165600354	0	0	0	0	0	0
chr2	165600354	165600954	0	10	0	0	0	0
chr2	165600954	165601154	0	0	0	0	0	0
chr2	165601154	165601754	0	0	0	0	0	0
chr2	165601754	165602354	0	0	0	0	0	0
chr2	165602354	165603954	0	0	0	0	0	0
chr2	165623354	165623754	0	0	0	0	0	0
chr2	165624554	165624754	0	0	0	0	0	0
chr2	165658754	165659354	0	0	0	0	0	0
chr2	165665354	165666354	0	0	0	0	0	0
chr2	165667554	165667954	0	0	0	0	0	0
chr2	165667954	165668554	0	0	0	0	0	0
chr2	165679354	165679554	0	0	0	0	0	0
chr2	165679754	165680154	0	0	0	0	0	0
chr2	165682354	165682554	0	0	0	0	0	0
chr2	165682554	165683754	71	0	0	1	3	0
chr2	165683754	165684354	0	0	0	0	0	0
chr2	165694554	165695354	0	0	0	0	0	0
chr2	165699954	165700354	0	37	0	0	4	0
chr2	165700354	165700554	0	0	0	0	0	0
chr2	165715554	165715954	0	0	0	0	0	0
chr2	165715954	165716754	0	0	0	0	0	0
chr2	165716754	165717754	1	0	1	0	0	1
chr2	165724154	165724954	0	0	0	0	0	0
chr2	165731554	165734554	1	0	0	1	1	2
chr2	165734554	165735754	0	0	0	1	0	0
chr2	165735754	165736154	4	1	0	3	0	1
chr2	165737954	165738554	0	0	0	0	0	0
chr2	165743354	165743754	0	0	0	0	0	0
chr2	165743754	165744954	0	0	0	0	0	0
chr2	165744954	165746754	0	27	0	0	1	0
chr2	165752954	165753954	0	0	0	0	0	0
chr2	165753954	165754154	0	0	0	0	0	0
chr2	165754154	165755154	0	0	0	0	0	0
chr2	165755154	165755354	0	0	0	0	0	0
chr2	165755354	165755754	0	0	0	0	0	0
chr2	165766354	165766754	0	0	0	0	0	0
chr2	165766754	165767354	0	0	0	1	0	17
chr2	165767354	165767554	0	0	0	0	0	0
chr2	165767754	165769754	0	0	0	0	0	0
chr2	165769754	165770954	0	0	0	0	0	0
chr2	165776554	165776754	1	0	0	0	0	7
chr2	165776754	165777354	0	1	0	1	0	0
chr2	165777354	165777554	0	0	0	0	0	0
chr2	165789554	165790554	0	0	0	0	0	0
chr2	165790554	165792154	0	0	0	1	33	0
chr2	165792154	165793554	0	0	0	0	0	0
chr2	165793554	165794354	1	0	38	1	0	0
chr2	165794754	165795154	0	0	1	107	2	0
chr2	165967154	165967754	1	0	1	4	3	60
chr2	165968754	165969154	0	0	0	0	0	0
chr2	165969154	165969354	0	0	0	0	0	0
chr2	166806754	166807754	33	43	148	285	114	253
chr2	166808954	166809354	130	24	5	99	71	74
chr2	166937554	166937754	0	0	0	0	0	0
chr2	166937754	166937954	0	0	0	0	0	0
chr2	166982954	166984754	0	0	0	0	0	0
chr2	166984754	166985354	0	0	0	0	0	0
chr2	166986754	166986954	43	0	0	0	1	1
chr2	166988354	166990154	0	0	0	0	0	0
chr2	166990154	166993554	1	0	0	0	0	21
chr2	166993554	166995554	0	0	0	0	0	0
chr2	166997354	166997554	0	0	0	0	0	0
chr2	167010354	167011354	0	0	0	0	0	0
chr2	167011354	167011954	8	2	6	5	6	21
chr2	167011954	167012554	0	0	0	0	0	0
chr2	167013354	167014954	0	0	0	0	0	0
chr2	167019754	167020754	0	0	0	0	0	0
chr2	167036554	167037954	0	0	0	0	0	0
chr2	167037954	167038154	0	0	0	0	0	0
chr2	167038154	167038354	0	0	0	0	0	0
chr2	167085154	167085954	0	0	0	0	0	0
chr2	167085954	167087554	45	17	3	1	2	50
chr2	167087554	167088954	44	1	2	0	2	6
chr2	167090154	167091354	86	13	0	2	6	15
chr2	167186154	167186554	0	0	0	2	2	26
chr2	167186554	167187354	0	22	0	1	1	18
chr2	167200954	167201554	0	0	0	0	0	0
chr2	167227754	167228354	0	43	0	1	2	32
chr2	167228354	167228754	0	0	0	0	1	31
chr2	167228754	167228954	0	13	0	0	0	11
chr2	167228954	167229154	0	0	0	0	0	0
chr2	167229154	167229354	0	0	0	0	0	0
chr2	167229354	167229954	23	0	0	1	2	10
chr2	167958954	167959554	0	0	0	0	0	0
chr2	167959554	167960754	0	0	0	0	0	0
chr2	167960754	167961354	0	0	0	0	0	0
chr2	168507954	168508954	0	0	0	0	0	0
chr2	168649754	168652354	0	0	0	0	0	0
chr2	168670954	168671154	0	0	0	0	0	0
chr2	168671154	168671754	0	0	1	0	0	10
chr2	168672354	168672954	0	0	0	0	0	0
chr2	168672954	168673354	0	0	0	0	0	0
chr2	168673354	168674154	0	0	0	0	0	0
chr2	168674154	168674954	0	0	0	0	0	0
chr2	168682554	168683354	0	0	0	0	0	0
chr2	168683354	168684954	0	27	2	0	0	0
chr2	168684954	168685154	0	0	0	0	0	0
chr2	169005954	169006354	1	1	0	120	83	19
chr2	169006354	169006754	51	0	1	90	86	2
chr2	169006754	169007154	0	65	1	4	68	25
chr2	169008354	169010754	170	53	184	7	182	11
chr2	169022154	169022354	52	4	37	3	50	0
chr2	169022354	169024554	23	59	95	57	105	72
chr2	169024554	169025154	0	0	0	0	2	17
chr2	169035154	169036154	52	67	88	10	145	26
chr2	169036154	169038554	128	66	34	353	29	85
chr2	169038554	169041754	118	245	236	576	339	187
chr2	169041754	169043354	65	134	179	211	123	71
chr2	169043354	169043754	0	0	18	0	1	2
chr2	169044554	169046354	69	158	145	11	171	104
chr2	169046354	169050154	216	285	609	326	113	257
chr2	169050154	169050554	105	1	0	70	4	8
chr2	169052554	169053154	1	0	0	2	64	13
chr2	169053154	169053954	85	26	66	6	33	21
chr2	169053954	169054754	4	0	0	2	27	17
chr2	169054754	169055954	120	105	71	6	11	2
chr2	169055954	169056154	1	0	0	0	0	0
chr2	169066954	169068554	181	181	205	63	136	70
chr2	169068554	169068754	16	1	29	2	4	0
chr2	169068754	169069554	69	41	101	205	61	77
chr2	169075754	169076554	47	74	153	9	97	127
chr2	169076554	169078554	120	183	200	278	397	53
chr2	169078554	169079754	82	4	62	63	221	65
chr2	169080154	169080354	0	4	64	4	72	12
chr2	169099754	169100354	87	1	36	3	25	49
chr2	169100354	169102354	248	298	274	169	518	210
chr2	169311554	169312754	237	88	400	939	874	153
chr2	169324954	169325154	0	0	0	0	1	23
chr2	169334554	169334954	0	1	1	1	1	21
chr2	169334954	169335154	0	26	117	5	3	22
chr2	169346354	169346554	0	23	0	0	0	0
chr2	169346554	169347954	70	72	153	127	522	99
chr2	169349354	169349754	0	0	1	50	9	20
chr2	169349754	169351554	108	57	194	241	51	51
chr2	169351554	169351754	0	20	0	0	2	0
chr2	170336354	170336954	165	60	259	120	75	92
chr2	170341554	170341954	0	20	2	0	2	23
chr2	170341954	170342554	0	0	1	0	2	26
chr2	170342554	170343354	38	17	155	5	3	2
chr2	170363954	170364354	59	46	2	3	4	16
chr2	170440354	170440954	55	42	70	133	338	127
chr2	170538754	170539354	0	0	0	0	0	0
chr2	170539354	170541154	1	0	0	0	0	8
chr2	170541154	170541354	0	0	0	0	0	2
chr2	170551754	170552354	149	54	67	45	95	82
chr2	170552354	170552554	135	32	49	4	6	95
chr2	170571554	170574354	325	212	87	510	237	157
chr2	170574354	170574554	47	1	1	2	2	20
chr2	170584554	170585354	0	0	0	0	0	0
chr2	170585354	170585554	0	0	1	1	0	0
chr2	170585554	170585754	0	0	0	0	0	0
chr2	170593154	170594154	118	135	10	233	180	144
chr2	170617354	170618954	39	252	63	98	168	66
chr2	170618954	170619154	52	2	0	1	1	1
chr2	170621954	170622354	0	3	0	0	1	0
chr2	170679154	170680754	480	215	362	250	332	275
chr2	171310154	171311354	0	0	0	0	0	0
chr2	171311354	171313754	0	0	0	0	0	0
chr2	171313754	171314554	0	0	0	0	0	0
chr2	171560754	171560954	0	0	0	0	0	0
chr2	171566354	171567354	0	2	0	1	3	0
chr2	171568954	171570154	0	0	0	0	0	0
chr2	171575354	171576154	0	0	0	0	0	0
chr2	171778354	171779354	120	46	150	9	19	49
chr2	171787554	171787954	57	61	30	98	22	145
chr2	171828954	171829154	31	70	53	6	174	61
chr2	171829154	171829954	8	131	331	352	506	127
chr2	171830754	171832554	242	132	602	813	877	77
chr2	171944754	171945554	0	69	1	5	5	38
chr2	171945554	171946554	77	96	2	2	12	18
chr2	171992954	171994154	38	74	103	187	45	61
chr2	172005954	172007954	148	78	77	8	208	60
chr2	172010354	172010754	0	47	1	77	12	80
chr2	172010754	172011354	76	16	88	118	14	85
chr2	172022354	172024354	66	74	2	7	7	23
chr2	172024354	172025554	0	2	1	2	1	13
chr2	172180154	172181154	1	77	8	185	103	38
chr2	172287154	172287354	52	42	3	1	5	12
chr2	172287354	172290154	546	714	1233	813	1534	387
chr2	172584754	172585354	90	39	145	6	118	95
chr2	172585354	172585754	33	12	80	11	265	17
chr2	172585754	172586954	192	582	548	62	1138	381
chr2	172618554	172620554	1766	2919	3795	2637	3405	2649
chr2	172628354	172629954	358	378	672	684	866	338
chr2	172643754	172644154	1	14	109	4	90	27
chr2	172644154	172644354	29	36	187	146	105	38
chr2	172654754	172655154	36	59	351	164	114	109
chr2	172655154	172655554	0	3	119	8	95	15
chr2	172663154	172663754	1	20	76	4	81	9
chr2	172663754	172665154	17	72	197	341	223	30
chr2	172665154	172665354	0	0	1	0	2	0
chr2	172734954	172735754	26	18	137	5	66	82
chr2	172757154	172757354	3	3	11	10	7	2
chr2	172865154	172865954	462	778	1981	2167	2992	765
chr2	172892354	172892754	75	105	4	6	24	146
chr2	172892754	172893554	108	198	173	417	131	163
chr2	172893554	172893754	0	0	56	1	1	1
chr2	172893954	172894154	0	18	0	65	5	5
chr2	172916154	172916754	87	120	215	17	335	40
chr2	172916754	172918154	193	211	364	326	942	231
chr2	172918154	172918354	102	1	9	6	36	51
chr2	173117154	173117954	0	0	0	1	39	0
chr2	173117954	173118554	0	0	1	0	46	14
chr2	173203954	173205954	22	1	34	0	3	4
chr2	173293954	173294754	41	33	2	98	86	58
chr2	173306354	173306554	0	0	0	0	0	0
chr2	173329754	173330554	118	34	317	195	314	15
chr2	173344554	173344754	51	36	37	93	55	34
chr2	173344754	173346554	20	36	183	160	101	47
chr2	173346554	173346754	0	36	0	0	2	0
chr2	173353554	173353954	1	46	1	94	65	0
chr2	173422554	173423554	158	45	93	2	58	28
chr2	173832554	173832954	0	0	0	0	0	0
chr2	173912954	173914554	1	1	80	2	88	1
chr2	174091554	174092154	0	0	0	0	0	1
chr2	174092154	174092354	0	0	0	0	0	0
chr2	174092354	174092754	10	1	1	0	2	4
chr2	174095754	174096554	0	80	0	6	85	25
chr2	174327754	174328554	0	0	2	0	1	19
chr2	174825754	174826554	261	95	172	95	108	196
chr2	174831554	174832354	174	407	585	311	629	260
chr2	174832354	174832554	1	41	31	79	10	13
chr2	174834954	174835554	66	293	348	182	251	116
chr2	174904354	174904754	1	0	2	141	134	1
chr2	174916154	174916554	0	0	0	0	0	6
chr2	174916754	174917354	0	0	0	0	0	0
chr2	175098354	175098554	0	0	2	90	4	13
chr2	175895154	175895754	0	0	0	0	0	0
chr2	175922354	175922954	268	255	45	207	210	214
chr2	175925554	175927554	188	404	71	75	608	245
chr2	175927554	175928354	53	120	193	253	657	157
chr2	175928354	175928954	30	56	5	7	166	1
chr2	176043754	176043954	67	158	147	12	181	193
chr2	176469754	176469954	0	0	0	0	0	0
chr2	176469954	176471754	0	0	0	0	0	0
chr2	176471754	176472754	0	0	0	0	0	0
chr2	176495554	176496154	0	0	0	0	0	0
chr2	176504954	176505154	0	0	0	0	0	0
chr2	176505154	176505954	0	0	0	0	0	0
chr2	176620554	176620954	0	0	0	0	0	0
chr2	176778354	176779354	26	0	52	3	17	43
chr2	177049954	177050754	0	0	0	0	0	0
chr2	177050754	177051354	1	0	3	0	0	0
chr2	177051354	177051554	1	0	3	0	0	0
chr2	177051554	177051954	0	0	0	0	0	0
chr2	178029754	178031754	5	65	320	176	321	27
chr2	178031754	178035954	6	7	79	87	9	20
chr2	178048954	178049354	50	0	1	5	62	2
chr2	178051754	178052154	0	10	0	0	1	0
chr2	178052154	178054354	61	73	0	3	7	16
chr2	178054354	178054554	0	0	0	0	0	0
chr2	178066754	178066954	19	38	1	1	1	15
chr2	178075354	178075754	40	65	0	2	6	30
chr2	178079554	178080554	344	346	455	987	725	498
chr2	178104754	178105154	48	92	45	217	182	68
chr2	178106154	178108554	305	267	512	364	728	576
chr2	178116154	178116354	6	33	4	94	12	35
chr2	178116354	178116754	41	58	8	103	21	25
chr2	178116754	178118354	195	205	303	143	332	195
chr2	178118954	178123154	573	747	953	849	1250	514
chr2	178124954	178125554	63	144	6	63	20	127
chr2	178130154	178131754	417	461	1017	965	838	317
chr2	178131754	178131954	0	0	1	102	8	0
chr2	178182954	178183154	35	0	1	0	0	14
chr2	178196754	178197154	17	31	2	155	6	16
chr2	178197354	178197954	29	2	90	7	147	6
chr2	178213354	178213754	0	1	68	0	4	0
chr2	178213754	178214354	0	0	0	0	2	21
chr2	178258554	178264754	245	611	469	455	858	550
chr2	178264754	178265954	16	211	191	10	191	23
chr2	178266754	178267354	64	0	10	5	3	48
chr2	178268954	178269954	47	104	29	77	66	30
chr2	178269954	178270354	17	0	0	0	0	0
chr2	178443954	178444154	0	0	0	0	0	0
chr2	178444154	178445154	0	0	0	0	0	0
chr2	178462554	178463154	0	0	0	0	0	0
chr2	178463154	178464754	0	0	0	0	0	8
chr2	178464754	178465354	0	0	0	0	0	0
chr2	178465354	178465954	0	0	0	0	0	0
chr2	178465954	178466954	0	3	1	1	1	1
chr2	178466954	178467754	0	0	0	0	0	0
chr2	178468754	178469354	0	0	0	0	0	0
chr2	178556954	178557754	0	0	0	0	0	0
chr2	178557754	178557954	0	0	0	1	0	25
chr2	178635154	178636754	0	2	0	4	0	0
chr2	178835554	178835954	0	0	0	0	0	0
chr2	179292554	179292754	101	19	12	53	91	22
chr2	179292754	179293554	195	329	101	236	322	256
chr2	179293554	179294554	165	390	274	662	483	242
chr2	179313554	179313954	99	182	9	9	183	141
chr2	179316354	179316954	539	585	1435	1652	1183	449
chr2	179333554	179333754	0	0	0	0	0	1
chr2	179333754	179334554	1	12	27	1	1	8
chr2	179334554	179335154	1	0	0	0	0	20
chr2	180095755	180095955	47	0	1	3	5	15
chr2	180096555	180098155	2	26	2	0	6	52
chr2	180098155	180098555	3	0	1	1	1	23
chr2	180098555	180100955	1	35	12	0	77	63
chr2	180101955	180102355	2	0	73	6	1	34
chr2	180102355	180102755	0	0	0	0	0	0
chr2	180102755	180102955	0	0	0	0	0	0
chr2	180102955	180103155	0	0	0	0	0	0
chr2	180103155	180104155	16	0	49	1	26	22
chr2	180104155	180105755	0	0	90	86	26	51
chr2	180105755	180106155	0	0	0	0	0	0
chr2	180125755	180126155	1	0	71	0	4	0
chr2	180129555	180130155	1	73	1	2	0	48
chr2	180130155	180130355	0	0	0	0	0	0
chr2	180132755	180132955	0	0	0	0	0	0
chr2	180133155	180133755	0	0	0	0	0	0
chr2	180135355	180135755	0	0	0	0	0	0
chr2	180136155	180136555	0	0	0	0	0	0
chr2	180136555	180137155	0	0	0	0	0	0
chr2	180137555	180139755	0	0	0	0	0	0
chr2	180139755	180140755	0	0	0	0	0	0
chr2	180208355	180208755	0	0	0	0	0	0
chr2	180208755	180210555	1	0	0	0	0	1
chr2	180210555	180210755	0	0	0	0	0	0
chr2	180393355	180393755	0	17	0	0	2	0
chr2	180397355	180397955	0	0	0	0	0	0
chr2	180405555	180407755	23	1	0	0	0	0
chr2	180407755	180408155	0	0	0	0	0	0
chr2	180408155	180408555	0	0	0	0	0	0
chr2	180408555	180408955	0	0	0	0	0	0
chr2	180408955	180410555	0	0	0	0	0	0
chr2	180414555	180415355	0	0	0	0	0	0
chr2	180415355	180415555	0	0	0	0	0	0
chr2	180415555	180416355	0	0	0	0	0	0
chr2	180421355	180422355	0	0	0	0	0	0
chr2	180422355	180426555	65	21	1	48	6	18
chr2	180437355	180437555	0	0	0	0	0	0
chr2	180438355	180438555	0	0	0	0	0	0
chr2	180438555	180438955	0	0	0	0	0	0
chr2	180438955	180439155	0	0	0	0	0	0
chr2	180439155	180439355	0	0	0	0	0	0
chr2	180439355	180439955	0	0	0	0	0	0
chr2	180442955	180444955	0	0	0	0	0	0
chr2	180444955	180445755	0	0	0	0	0	0
chr2	180445755	180446155	4	0	3	83	5	39
chr2	181625755	181626555	0	0	0	0	0	0
chr2	181627755	181627955	0	0	0	0	0	0
chr2	181627955	181628355	0	0	0	0	0	0
chr2	181848355	181849355	27	36	80	14	162	78
chr2	181887155	181887955	0	21	0	3	4	81
chr2	182170555	182171155	0	0	0	0	0	0
chr2	182654755	182655155	22	0	0	0	1	0
chr2	182655155	182656755	20	25	34	236	13	41
chr2	182656755	182656955	3	0	0	35	0	0
chr2	182758955	182759355	0	13	1	65	7	0
chr2	182764355	182764755	0	1	55	1	1	0
chr2	182764755	182765155	35	26	1	123	7	0
chr2	182771555	182771955	0	2	71	3	68	9
chr2	182774555	182775955	60	1	88	111	61	2
chr2	182807955	182808155	0	0	54	2	2	1
chr2	182808155	182809155	0	0	0	0	0	0
chr2	182809155	182810355	0	0	0	0	0	0
chr2	183756155	183756555	0	0	25	2	119	0
chr2	183900555	183901155	0	2	2	3	173	57
chr2	186755955	186756155	0	0	0	0	0	0
chr2	186756355	186756955	68	2	0	2	0	0
chr2	186994155	186994355	0	0	0	0	0	0
chr2	186994355	186995555	0	49	0	4	42	12
chr2	186995555	186995955	0	0	0	0	0	0
chr2	187046155	187046555	37	1	0	1	2	0
chr2	187046555	187046955	0	0	46	0	4	4
chr2	187172355	187172755	0	0	0	1	2	29
chr2	187172755	187173555	0	50	0	115	7	0
chr2	187173555	187173755	1	0	0	0	1	15
chr2	187206155	187207555	1	0	62	1	4	59
chr2	187243155	187245355	55	61	4	2	12	63
chr2	187246555	187247155	0	0	0	0	1	0
chr2	187247155	187248155	0	0	1	0	25	0
chr2	187248155	187249155	1	0	49	1	87	1
chr2	187353155	187354155	235	366	1458	325	1327	292
chr2	187397755	187398755	176	98	386	249	579	224
chr2	187398755	187399155	23	79	56	5	127	51
chr2	187399155	187399355	33	0	32	2	3	83
chr2	187408155	187408355	1	0	65	4	4	1
chr2	187408355	187409155	35	167	139	22	314	42
chr2	187409155	187409555	2	0	74	3	1	16
chr2	187426155	187427155	1	67	1	2	3	23
chr2	187458955	187460355	366	445	919	601	1319	343
chr2	188367955	188368955	0	0	0	1	44	15
chr2	188368955	188369555	16	35	0	3	49	27
chr2	188369555	188369755	0	58	0	3	3	0
chr2	188369955	188370155	80	93	55	3	13	43
chr2	188370155	188370555	0	1	0	0	2	35
chr2	188372755	188373755	20	82	3	5	100	63
chr2	188373755	188376555	101	205	36	7	42	193
chr2	188381755	188383155	76	76	1	1	6	55
chr2	188383755	188384155	91	0	87	3	6	42
chr2	188384155	188384955	193	104	88	79	64	110
chr2	188384955	188385155	92	14	0	2	6	23
chr2	188389755	188390555	76	2	51	5	43	84
chr2	188390955	188392755	54	65	28	7	143	60
chr2	188392955	188394355	57	4	3	4	71	52
chr2	188394355	188394555	0	4	1	0	0	24
chr2	188394555	188395955	62	277	110	11	85	132
chr2	188404155	188405555	27	121	42	5	10	91
chr2	188405555	188407555	150	75	76	127	170	76
chr2	188407555	188407755	0	0	0	0	0	0
chr2	188407955	188410555	99	80	56	47	35	53
chr2	188410555	188410955	0	0	0	0	1	4
chr2	188410955	188412155	99	72	30	2	15	135
chr2	188412155	188412555	195	0	1	2	3	24
chr2	188412555	188413155	110	66	68	7	39	86
chr2	188413155	188413355	1	45	0	1	30	12
chr2	188413355	188413755	0	0	1	1	76	14
chr2	188413755	188416555	335	362	67	20	47	235
chr2	188431355	188432155	81	173	38	5	97	152
chr2	189913955	189914355	58	72	279	24	698	12
chr2	189914355	189914755	97	190	651	189	1165	208
chr2	189914755	189915155	194	126	430	470	558	160
