chrom	start	stop	A2C	A2N	ACN	ACD	ACC	A2D
chr4	140079750	140081150	54	38	5	3	3	14
chr4	140081150	140081550	4	61	5	4	6	1
chr4	140088950	140089350	0	0	0	1	91	14
chr4	140160350	140160750	0	0	1	0	0	0
chr4	140162350	140163550	0	0	0	0	0	0
chr4	140235950	140236150	47	31	3	1	0	23
chr4	140236350	140236750	54	52	4	139	47	33
chr4	140381150	140381550	136	92	173	11	221	128
chr4	140381750	140381950	0	0	0	0	0	0
chr4	140381950	140382150	0	0	2	6	71	1
chr4	140586950	140587550	45	55	203	193	112	3
chr4	140736750	140736950	0	0	0	1	1	18
chr4	140736950	140737750	45	9	0	1	4	18
chr4	140746550	140746750	0	0	0	0	0	0
chr4	140746750	140747350	0	8	0	0	1	4
chr4	140970150	140970750	55	35	0	0	4	13
chr4	141158550	141159550	108	81	1	3	18	82
chr4	141159550	141160150	0	0	0	0	0	31
chr4	141574750	141575550	12	2	12	6	32	52
chr4	143356750	143357350	0	0	0	0	0	13
chr4	144352750	144353150	0	71	93	3	48	33
chr4	145277550	145278150	3	0	1	3	2	26
chr4	145278150	145278350	0	0	0	0	0	0
chr4	146653350	146653750	39	28	76	42	92	38
chr4	146700350	146700550	1	1	0	119	5	37
chr4	146760350	146760550	61	1	31	6	3	27
chr4	146763350	146763750	67	95	2	1	9	83
chr4	146808750	146809150	2	89	105	81	168	74
chr4	146828550	146828750	34	16	2	46	4	26
chr4	146830350	146830550	82	70	79	1	6	43
chr4	146830950	146831150	232	113	4	101	208	90
chr4	148787150	148787550	122	100	4	5	62	13
chr4	150836750	150837150	2	2	7	3	2	1
chr4	151705950	151706150	37	17	1	1	36	1
chr4	151970150	151970950	1	0	0	0	0	0
chr4	151970950	151971350	1	0	0	1	0	0
chr4	152205750	152206150	0	7	0	1	1	27
chr4	152404550	152405550	2	48	0	1	3	11
chr4	152405550	152405750	32	47	0	2	4	2
chr4	152405750	152407150	0	15	0	0	2	12
chr4	152432550	152432750	0	6	6	7	5	8
chr4	152445550	152445950	0	0	0	0	0	0
chr4	152469750	152470550	1	48	0	2	5	0
chr4	152474550	152475550	0	0	1	0	2	32
chr4	152667150	152667350	0	0	1	1	28	0
chr4	152706550	152706950	0	0	0	0	0	0
chr4	152795550	152796550	0	0	0	0	0	0
chr4	153273750	153273950	2	23	61	97	71	54
chr4	153352350	153352750	49	1	0	0	4	29
chr4	153770750	153771750	8	1	112	37	50	31
chr4	153772350	153772750	0	37	1	2	4	54
chr4	153871150	153873350	0	0	0	0	0	0
chr4	153917550	153917750	0	0	0	0	0	0
chr4	154048750	154049150	41	1	32	1	1	1
chr4	154182150	154182750	1	0	59	2	1	18
chr4	154189150	154189350	0	0	0	0	0	9
chr4	154408750	154409750	50	21	108	61	46	8
chr4	154456750	154457750	0	0	119	5	78	25
chr4	155058950	155059350	0	0	0	0	0	0
chr4	159766350	159766550	0	1	0	1	31	40
chr4	159766550	159766950	0	0	0	0	0	0
chr4	159766950	159767350	0	0	0	0	0	0
chr4	159791550	159792150	0	13	0	0	0	0
chr4	159823950	159824350	0	36	0	0	1	1
chr4	159942350	159943950	0	0	0	0	3	1
chr4	159945550	159945750	0	0	0	0	0	0
chr4	159993150	159993350	0	0	0	0	0	0
chr4	160097150	160097550	0	37	0	0	1	33
chr4	160153350	160153750	7	0	0	0	53	16
chr4	160515750	160516750	0	0	0	0	1	0
chr4	164553550	164553750	2	16	1	1	1	0
chr4	165719950	165721550	0	1	0	1	0	0
chr4	165787950	165788550	0	0	0	0	0	0
chr4	167491150	167491350	4	7	1	9	5	8
chr4	167491350	167491550	2	5	0	7	3	3
chr4	167636825	167637825	1	4	2	8	6	2
chr4	167638225	167638625	0	11	0	0	0	1
chr4	168202825	168203225	0	0	2	0	2	1
chr4	169071825	169072025	0	0	0	0	0	0
chr4	169724625	169724825	0	0	0	0	0	0
chr4	169724825	169725025	0	0	0	0	0	0
chr4	169725025	169725225	0	0	0	0	0	0
chr4	169738225	169738825	0	0	0	0	0	0
chr4	169757225	169757425	0	0	0	0	0	0
chr4	169762025	169762225	1	0	0	2	0	1
chr4	169762425	169762625	0	11	0	0	1	0
chr4	169762625	169762825	0	0	0	0	0	0
chr4	169762825	169763625	38	16	0	1	1	2
chr4	169991425	169991825	0	17	0	1	2	1
chr4	170025225	170025625	0	0	0	0	0	0
chr4	170173025	170173225	0	11	0	1	36	1
chr4	170173225	170173425	0	11	0	1	0	0
chr4	170442225	170442625	5	7	7	14	23	7
chr4	170581025	170581825	185	155	422	163	712	239
chr4	170840825	170841025	0	0	1	0	0	0
chr4	170841225	170841425	0	0	1	0	0	0
chr4	170861625	170862025	0	0	0	0	0	0
chr4	170908625	170908825	38	17	0	1	5	0
chr4	173994425	173996225	0	0	0	0	0	0
chr4	173996425	173996625	0	0	0	0	0	0
chr4	174005625	174005825	0	0	0	0	0	0
chr4	174238025	174238225	27	24	56	3	10	2
chr4	175322025	175322625	5	21	10	1	31	3
chr4	175953825	175954825	0	0	0	0	0	0
chr4	175955425	175955625	0	0	0	0	0	0
chr4	179075806	179076006	0	0	0	0	0	0
chr4	180385806	180386006	0	0	0	0	0	0
chr4	180386206	180387406	0	0	0	0	0	0
chr4	181459606	181459806	0	0	0	0	0	0
chr4	182335606	182336006	9	7	4	15	10	3
chr4	182714206	182714806	0	0	0	0	0	0
chr4	182870406	182872006	0	0	0	2	1	0
chr4	183005006	183005206	0	0	0	0	0	0
chr4	183005406	183005606	0	0	0	0	0	0
chr4	183178406	183179006	0	28	1	0	2	21
chr4	183476606	183477206	0	17	0	0	0	9
chr4	183477206	183477606	0	2	0	1	0	23
chr4	183477606	183478206	92	55	3	0	5	42
chr4	183481606	183481806	1	0	1	1	5	31
chr4	183481806	183482206	1	90	3	3	9	64
chr4	183636806	183637406	0	0	0	0	1	17
chr4	183995406	183996006	0	0	0	0	0	0
chr4	184026206	184026606	0	30	1	4	70	0
chr4	184026606	184026806	73	60	2	2	7	10
chr4	184039006	184040006	21	66	62	58	20	131
chr4	184040006	184040606	18	52	2	4	79	41
chr4	184040606	184040806	0	30	2	0	15	18
chr4	184075806	184076006	50	1	59	1	3	16
chr4	184103406	184103606	1	63	0	5	8	52
chr4	184104606	184105006	32	1	1	4	95	23
chr4	184105006	184105806	150	46	14	8	80	1
chr4	184106206	184106606	94	66	3	129	92	69
chr4	184107806	184108006	18	39	65	0	7	0
chr4	184159206	184159606	45	15	1	3	8	21
chr4	184351606	184352406	0	0	0	0	0	0
chr4	184694806	184695606	0	0	0	0	0	0
chr4	185268006	185268806	0	0	0	0	0	0
chr4	185268806	185269206	0	0	0	0	0	0
chr4	185269206	185269606	0	0	0	0	0	0
chr4	185306006	185308606	294	233	276	435	497	180
chr4	185311406	185311606	0	24	0	0	1	11
chr4	185311606	185312006	0	28	0	2	84	16
chr4	185322406	185322606	2	0	69	0	2	1
chr4	185322606	185323806	99	76	6	70	79	41
chr4	185323806	185324006	0	0	0	0	0	0
chr4	185363006	185363806	2	1	1	51	91	35
chr4	185537606	185539406	0	0	0	6	0	10
chr4	185546406	185547006	138	187	181	290	115	213
chr4	185547206	185548006	371	259	160	206	354	316
chr4	185609606	185610006	40	40	0	40	4	47
chr4	186028806	186030806	0	1	0	1	1	4
chr4	186041406	186041606	0	0	0	0	0	0
chr4	186226006	186227006	2	17	2	2	2	53
chr4	186227006	186227606	0	0	0	0	0	4
chr4	186227606	186227806	0	10	0	0	0	0
chr4	186228006	186229006	46	93	1	1	7	0
chr4	186481006	186481406	0	0	0	0	0	0
chr4	186494806	186495406	36	1	1	43	93	0
chr4	186577806	186578206	0	0	0	0	0	0
chr4	186694806	186695006	0	0	72	1	3	1
chr4	186757206	186758806	0	0	0	0	0	0
chr4	186759006	186759206	0	0	0	0	0	0
chr4	186759206	186760406	71	40	0	1	2	0
chr4	186760406	186761606	1	43	0	0	1	0
chr4	186933806	186934406	0	0	0	0	0	0
chr4	186934606	186935606	0	0	0	0	0	0
chr4	186949606	186949806	0	0	0	0	0	0
chr4	186950206	186951806	0	0	0	0	0	0
chr4	187002406	187002806	0	1	56	0	14	0
chr4	187002806	187003006	1	0	0	101	3	0
chr4	187081806	187082006	0	0	0	0	0	0
chr4	187162406	187162806	0	0	0	0	0	0
chr4	187162806	187163206	0	0	0	0	0	0
chr4	187168806	187169206	1	0	0	1	0	0
chr4	187169206	187169406	0	0	0	2	0	4
chr4	187169406	187169606	0	0	0	0	0	0
chr4	187169606	187169806	0	0	0	0	0	0
chr4	187169806	187170006	0	0	0	0	0	0
chr4	187170006	187171206	0	0	0	0	0	0
chr4	187171206	187172206	0	0	0	0	0	0
chr4	187172206	187173406	0	0	38	0	5	1
chr4	187186206	187186406	0	0	0	0	0	0
chr4	187555606	187556206	0	68	1	0	8	25
chr4	188719406	188720006	0	0	0	0	0	0
chr4	188913806	188914006	0	0	0	0	0	0
chr4	188950606	188950806	0	0	0	0	0	0
chr4	188952806	188953006	0	0	0	0	0	0
chr4	189027806	189028006	0	1	1	1	25	1
chr4	189028606	189029006	0	0	0	0	0	0
chr4	189030406	189031006	0	0	0	0	0	0
chr4	189031006	189031406	0	0	0	0	0	0
chr4	189320606	189320806	0	0	0	0	0	0
chr4	189365806	189370006	268	347	393	114	592	280
chr4	189744606	189744806	0	0	0	0	0	0
chr4	189897206	189899206	0	0	0	0	0	0
chr4	189967406	189968806	22	67	1	4	8	29
chr4	189970806	189971206	38	0	1	0	1	13
chr4	189980606	189981806	0	31	4	1	77	56
chr4	190083006	190084206	0	14	1	0	3	39
chr4	190098806	190099606	3	64	69	58	16	94
chr4	190106206	190107206	0	2	2	5	81	8
chr4	190107406	190108006	47	16	68	83	11	56
chr4	190574406	190574606	0	0	0	0	0	0
chr4	190606606	190607006	0	0	0	0	0	0
chr4	190970606	190970806	10	13	104	175	85	41
chr5	91400	92000	0	0	0	5	86	0
chr5	130000	130200	0	0	0	0	0	0
chr5	130600	130800	0	0	0	0	0	0
chr5	399200	400400	59	92	117	260	17	1
chr5	400400	400600	0	0	0	0	0	0
chr5	415200	415600	0	0	0	0	0	0
chr5	415600	416000	1	1	110	4	2	1
chr5	416000	416200	0	0	0	0	0	0
chr5	455200	455400	0	64	1	0	8	26
chr5	672600	672800	197	227	79	7	136	99
chr5	758400	758800	0	0	0	0	0	0
chr5	759400	759600	0	0	0	0	0	0
chr5	1025800	1026200	0	1	1	80	4	1
chr5	1073600	1073800	0	0	0	0	0	0
chr5	1097800	1100000	0	0	1	114	2	0
chr5	1106600	1107400	1	0	2	86	41	0
chr5	1107400	1108000	43	1	2	4	77	0
chr5	1108000	1108200	0	0	130	1	88	2
chr5	1136600	1136800	0	0	0	0	0	0
chr5	1316200	1316400	1	79	4	167	15	16
chr5	1316400	1317000	424	298	366	753	331	304
chr5	1512000	1513800	218	262	633	479	179	226
chr5	1513800	1515000	84	120	175	97	198	89
chr5	1515000	1515200	0	0	0	0	0	0
chr5	1515200	1516400	69	91	165	230	154	89
chr5	1516400	1516600	0	1	0	0	4	37
chr5	1516800	1517600	115	149	134	122	116	107
chr5	1518000	1518200	0	0	1	1	0	30
chr5	1524400	1524800	731	731	1681	4055	2366	599
chr5	1952800	1953200	0	0	0	0	0	0
chr5	3100600	3101400	0	0	0	0	0	0
chr5	3101600	3101800	0	0	0	0	0	0
chr5	3101800	3102400	0	0	0	0	0	0
chr5	3102400	3103400	0	0	0	0	0	0
chr5	3104600	3104800	0	0	0	0	0	0
chr5	3104800	3105200	0	0	0	0	0	0
chr5	3107600	3108000	0	0	0	0	0	0
chr5	3123200	3123600	0	0	0	0	0	0
chr5	3123600	3123800	0	0	0	0	0	0
chr5	4502000	4502600	2	10	7	1	1	6
chr5	5076600	5076800	0	0	3	2	0	0
chr5	5180000	5180400	0	0	0	0	0	0
chr5	5183000	5184000	0	0	0	0	0	0
chr5	5184000	5184400	0	0	0	0	0	0
chr5	5521000	5521200	1	3	0	1	1	2
chr5	5521200	5521400	1	3	1	8	1	1
chr5	5695600	5695800	0	0	0	0	0	0
chr5	7261400	7261800	0	0	0	0	0	0
chr5	7267000	7267200	2	0	1	2	2	3
chr5	7268000	7268600	0	1	10	4	1	1
chr5	7269200	7270000	0	2	3	0	0	1
chr5	7309800	7310000	0	0	0	0	0	0
chr5	7310000	7310400	19	0	0	0	1	0
chr5	7392400	7392600	0	0	0	0	0	0
chr5	7420400	7420600	0	0	0	0	0	0
chr5	7422400	7423400	0	0	0	0	0	0
chr5	7425000	7425600	0	0	0	0	0	0
chr5	7472800	7474600	0	0	0	0	0	0
chr5	7606800	7607800	0	0	0	0	0	0
chr5	7816600	7817000	0	0	0	0	0	0
chr5	9295600	9295800	0	0	0	0	0	0
chr5	9456200	9456600	0	0	0	0	0	0
chr5	10101800	10102600	2	2	49	2	68	0
chr5	10102600	10103000	0	1	45	3	1	0
chr5	10103000	10104000	1	3	2	4	0	0
chr5	10252200	10252400	256	366	242	163	81	125
chr5	10275800	10276400	141	32	101	11	174	34
chr5	10422200	10422400	47	168	164	167	229	108
chr5	10468200	10468400	0	0	0	0	0	0
chr5	10481400	10481600	0	0	0	0	0	0
chr5	10548800	10549400	0	0	0	0	0	0
chr5	10550400	10551000	0	0	0	0	0	0
chr5	10551000	10551400	0	0	0	0	1	0
chr5	10551400	10551600	0	0	0	0	0	0
chr5	10551800	10552800	0	0	0	0	0	0
chr5	10636800	10637800	0	0	0	0	0	0
chr5	10637800	10638400	0	0	0	0	0	0
chr5	10656400	10656600	0	0	0	0	0	0
chr5	10689400	10690000	44	19	67	7	3	38
chr5	12322400	12322800	0	0	0	0	0	0
chr5	12323000	12324600	0	0	0	0	0	0
chr5	12330400	12330800	0	0	0	0	0	0
chr5	12331000	12332600	0	0	0	0	0	0
chr5	12504600	12506000	0	0	0	0	0	0
chr5	12622600	12623000	0	0	0	0	0	0
chr5	12623000	12624200	0	0	0	0	0	0
chr5	12624200	12624800	0	0	0	0	0	0
chr5	12624800	12625000	0	0	0	0	0	0
chr5	12627200	12627400	0	0	0	0	0	0
chr5	12668600	12669800	0	0	0	0	0	0
chr5	14035200	14035800	1	0	67	1	5	1
chr5	14035800	14036000	0	0	0	0	0	0
chr5	14036400	14037600	39	39	2	0	3	28
chr5	14037600	14037800	0	0	0	0	0	0
chr5	14250400	14250600	0	19	0	0	1	17
chr5	14264600	14265000	441	316	598	523	827	403
chr5	14265000	14265200	30	96	7	203	121	92
chr5	14269000	14270400	303	275	104	133	170	504
chr5	14387000	14387400	26	44	2	3	3	13
chr5	14399800	14400000	1	34	2	3	149	63
chr5	14445800	14446000	83	37	10	4	2	29
chr5	14446000	14446200	36	37	13	3	91	28
chr5	14728200	14728600	0	0	0	0	0	0
chr5	14850200	14850400	0	0	0	0	0	0
chr5	15553800	15554200	0	25	3	2	3	22
chr5	15554200	15554400	45	12	0	1	4	28
chr5	15554400	15555600	111	60	6	106	165	37
chr5	15645200	15645400	1	22	0	2	1	1
chr5	15645400	15645800	3	22	3	3	3	71
chr5	15912200	15912600	8	2	6	11	8	8
chr5	16721600	16722400	0	0	0	0	0	0
chr5	16728200	16728400	0	0	0	0	0	0
chr5	16735000	16735800	0	0	0	0	0	0
chr5	16735800	16736800	0	0	0	0	0	0
chr5	16741800	16742400	0	0	0	0	0	0
chr5	16742400	16743400	0	0	0	0	0	0
chr5	18543643	18544643	9	3	4	10	2	0
chr5	18733443	18733643	0	0	0	0	0	0
chr5	21107643	21107843	0	0	1	0	1	0
chr5	21614043	21614843	0	0	0	0	0	0
chr5	21615043	21615443	0	0	0	0	0	0
chr5	22631843	22632243	0	0	0	0	0	0
chr5	22928443	22928643	0	0	0	0	0	0
chr5	22928843	22929843	0	0	0	0	0	0
chr5	23234243	23235043	0	0	0	0	0	0
chr5	24209443	24209843	0	0	0	0	0	0
chr5	25448443	25449043	1	20	0	1	1	26
chr5	25449043	25449843	21	0	4	1	0	0
chr5	25451443	25451643	0	0	0	0	0	0
chr5	27471643	27472243	1	2	0	5	99	20
chr5	27472243	27472643	9	3	359	690	503	29
chr5	31427443	31428243	1	66	29	3	0	60
chr5	31453443	31453643	0	0	24	1	0	1
chr5	31618443	31619243	1	0	1	0	0	0
chr5	31889243	31889443	0	0	0	0	0	0
chr5	32027643	32027843	0	0	0	0	0	0
chr5	32093243	32093443	0	3	1	3	106	32
chr5	32274643	32275043	42	45	3	110	2	19
chr5	32275443	32275843	0	38	29	2	2	14
chr5	32276243	32277643	77	103	5	67	12	49
chr5	32285643	32286043	0	0	3	123	3	22
chr5	32288043	32288643	49	31	9	2	1	22
chr5	32359043	32359243	0	0	0	0	1	12
chr5	32582643	32584043	44	72	34	68	103	39
chr5	32584643	32585243	123	30	241	12	59	199
chr5	32585243	32585443	69	53	60	4	190	85
chr5	33122443	33122643	0	1	3	1	0	1
chr5	33122643	33122843	1	1	1	2	3	5
chr5	33447843	33448843	101	125	80	198	496	131
chr5	33473843	33474043	67	48	3	86	9	12
chr5	33488843	33489643	63	31	6	304	139	23
chr5	33564243	33564643	0	0	0	0	0	0
chr5	34193043	34193443	78	90	111	86	194	76
chr5	34410443	34411443	0	0	0	0	0	0
chr5	34411443	34411643	0	0	0	0	0	0
chr5	34411643	34412643	0	0	0	0	0	1
chr5	34412643	34412843	0	0	0	0	0	0
chr5	34412843	34413043	0	0	0	0	0	0
chr5	34415243	34416043	0	0	0	0	0	0
chr5	34474843	34476243	1	0	1	113	5	0
chr5	34476243	34476443	0	0	0	0	0	0
chr5	34483243	34483643	0	0	0	0	0	0
chr5	34522643	34523043	0	0	0	0	0	0
chr5	34540643	34540843	0	0	0	0	0	0
chr5	34546843	34549243	0	0	0	0	0	0
chr5	34700643	34700843	0	2	0	109	5	1
chr5	34715043	34715243	1	0	1	40	0	10
chr5	34717243	34718443	130	73	3	7	115	105
chr5	34863843	34864643	0	0	0	0	0	0
chr5	34867043	34867443	1	0	66	0	3	1
chr5	35337643	35337843	0	0	0	0	0	0
chr5	35338043	35338243	0	0	0	0	0	0
chr5	35338243	35338443	0	0	0	0	0	0
chr5	35338443	35339443	0	0	0	0	0	0
chr5	36618043	36619043	53	33	23	1	3	21
chr5	36619043	36619443	0	49	0	1	4	42
chr5	36619443	36620243	40	0	1	1	2	1
chr5	36745843	36746043	14	0	0	45	1	7
chr5	38870843	38871043	0	0	0	0	0	0
chr5	40541643	40541843	1	0	0	0	1	0
chr5	42734843	42735043	1	4	0	2	2	1
chr5	42735043	42735243	0	6	2	2	2	0
chr5	42813443	42814043	0	0	0	0	0	0
chr5	42814043	42814243	21	0	8	0	2	0
chr5	42814243	42814443	13	0	4	0	1	1
chr5	43314043	43314243	71	1	138	5	115	28
chr5	43314243	43314443	52	1	119	215	128	32
chr5	43515643	43515843	158	123	227	207	449	54
chr5	43718043	43718443	79	10	5	13	116	12
chr5	44942643	44943243	84	48	3	2	7	32
chr5	45060643	45061843	0	0	0	0	0	7
chr5	45110043	45110243	0	0	0	0	0	0
chr5	45111043	45111443	0	0	0	0	0	0
chr5	45206043	45207243	5	0	10	9	3	0
chr5	45847843	45848443	0	0	0	0	0	2
chr5	50521843	50522443	0	0	0	0	0	0
chr5	53305043	53306243	3	0	1	51	79	35
chr5	53312843	53313043	0	2	42	1	1	1
chr5	53313043	53313243	36	62	0	1	24	1
chr5	53313243	53314243	0	47	1	83	30	5
chr5	53315243	53315443	3	33	75	2	78	6
chr5	53581643	53581843	0	0	0	0	0	9
chr5	53829643	53830043	48	0	69	8	48	16
chr5	54733643	54734443	188	221	137	13	174	89
chr5	54737043	54737443	4	154	78	45	85	133
chr5	54779243	54780443	33	29	61	5	6	58
chr5	54780443	54781243	38	44	123	0	8	27
chr5	54788443	54788843	0	0	0	0	0	0
chr5	54866043	54867843	21	5	35	25	37	22
chr5	54867843	54868043	0	0	15	0	6	0
chr5	54868043	54868443	0	0	0	0	0	1
chr5	54920643	54921643	29	50	90	2	7	31
chr5	54921643	54922443	82	36	3	5	6	2
chr5	55008643	55008843	45	21	330	67	170	16
chr5	55965443	55965843	0	0	0	0	0	0
chr5	55965843	55966043	0	0	0	0	0	0
chr5	56122843	56123043	0	37	0	1	1	0
chr5	57130843	57131043	0	0	0	0	0	0
chr5	57555443	57556043	0	0	0	0	0	0
chr5	57786243	57786443	0	0	0	0	0	0
chr5	58422643	58422843	75	410	103	13	290	99
chr5	58422843	58423443	446	599	678	355	854	453
chr5	58479043	58479243	144	181	160	264	88	181
chr5	59004243	59004643	0	18	12	1	1	18
chr5	59005243	59006243	64	50	36	131	387	72
chr5	59006643	59006843	2	38	158	76	7	2
chr5	60092843	60093243	0	0	0	0	0	0
chr5	60093243	60093643	0	0	0	0	0	0
chr5	61370043	61371443	0	0	0	0	0	0
chr5	61864843	61865043	0	0	0	0	0	0
chr5	61890444	61890644	64	40	64	113	115	32
chr5	64001444	64002644	106	52	3	0	12	149
chr5	64010644	64010844	48	61	11	6	10	42
chr5	64041044	64041244	52	9	45	2	3	11
chr5	64459844	64460244	65	10	4	8	0	19
chr5	65277644	65277844	2	67	0	59	8	18
chr5	65528444	65529044	0	0	37	0	2	1
chr5	66390244	66391044	0	0	0	0	0	0
chr5	66462244	66462844	45	40	70	269	128	84
chr5	67026844	67027044	0	0	0	0	0	0
chr5	67101644	67102844	0	0	0	0	0	0
chr5	67489244	67489444	0	0	0	0	0	0
chr5	68113644	68114244	0	0	0	0	0	0
chr5	68217444	68217844	0	0	2	0	2	0
chr5	68217844	68218044	0	0	0	0	0	0
chr5	68219044	68221044	0	0	0	0	0	0
chr5	68855444	68855644	154	122	306	218	337	121
chr5	69383844	69386444	614	582	384	658	298	512
chr5	70070844	70072844	454	495	553	860	825	416
chr5	70072844	70073044	132	93	142	96	118	61
chr5	70225644	70225844	6	5	0	1	56	9
chr5	70259444	70262044	495	516	434	691	322	495
chr5	70392044	70393444	228	237	136	491	195	167
chr5	70393444	70394044	146	385	300	504	81	210
chr5	70394044	70394844	124	375	261	361	277	208
chr5	71402444	71402644	16	61	0	2	2	9
chr5	71406044	71406444	0	0	4	184	10	1
chr5	71408244	71408844	34	2	136	88	376	4
chr5	71417244	71418644	120	33	34	100	177	5
chr5	71462044	71462644	0	28	56	152	119	1
chr5	71462644	71462844	1	1	52	5	94	0
chr5	71533844	71535444	167	437	328	296	161	161
chr5	71597244	71597644	107	87	105	79	158	100
chr5	71597644	71597844	92	67	88	54	102	48
chr5	71851444	71852044	0	0	0	0	0	0
chr5	71852044	71852444	0	0	0	0	0	0
chr5	72750244	72750444	0	0	0	0	0	0
chr5	72781444	72782244	0	0	0	0	0	0
chr5	72782244	72783244	0	0	0	0	0	0
chr5	72783244	72785244	0	1	3	5	1	0
chr5	72793244	72793444	203	110	122	160	313	94
chr5	72793444	72794244	1259	1409	2588	3511	2907	1156
chr5	72795844	72796044	16	162	137	113	348	107
chr5	72796044	72796244	51	67	96	8	89	88
chr5	74111444	74112444	53	1	3	1	3	79
chr5	74117644	74117844	29	1	45	104	6	6
chr5	74164644	74164844	0	15	0	0	0	0
chr5	74178244	74179844	28	1	7	7	58	2
chr5	74351244	74351644	0	0	1	0	1	0
chr5	74351644	74352444	38	22	61	4	5	22
chr5	74617044	74617244	0	0	0	0	0	0
chr5	74901844	74902844	18	16	19	37	194	7
chr5	75637844	75638244	0	0	0	0	0	0
chr5	75721644	75721844	0	0	0	0	0	0
chr5	75721844	75722244	0	0	0	0	0	0
chr5	75722244	75723844	0	0	0	0	0	0
chr5	75784644	75785644	0	0	0	45	5	0
chr5	75785644	75785844	0	0	0	0	0	0
chr5	75788844	75789044	0	0	0	0	0	0
chr5	75797844	75798044	0	0	0	0	0	0
chr5	75819644	75820444	0	0	0	0	0	0
chr5	76103044	76105244	1	1	2	0	0	0
chr5	76105244	76105444	0	0	0	0	0	0
chr5	76994444	76994644	0	0	0	0	0	0
chr5	77753644	77754044	1	17	4	0	2	4
chr5	77754044	77754244	0	0	0	0	0	0
chr5	77791044	77792844	359	438	261	293	513	313
chr5	77793844	77794044	74	44	39	2	8	42
chr5	77838244	77840044	117	190	108	98	28	88
chr5	77843844	77844044	13	7	41	125	70	36
chr5	77906444	77907844	0	114	1	8	78	83
chr5	77986844	77987044	0	0	0	0	0	0
chr5	78222244	78222844	0	1	0	0	0	20
chr5	78223444	78224044	3	30	1	114	80	12
chr5	78430244	78430444	33	0	1	111	77	1
chr5	78551444	78551644	0	0	81	1	6	0
chr5	78557244	78558044	1	27	57	154	33	0
chr5	79393044	79393644	0	0	0	0	0	0
chr5	79430644	79431044	2	0	85	73	9	27
chr5	79436844	79437044	1	3	83	99	12	0
chr5	79437044	79438244	4	31	63	11	253	2
chr5	79438244	79438644	0	8	0	0	1	0
chr5	79454644	79455244	0	40	1	1	4	1
chr5	79477444	79477644	24	1	0	0	1	0
chr5	79478644	79478844	0	0	0	0	0	0
chr5	79478844	79479444	0	1	0	1	4	0
chr5	79479444	79480044	3	9	2	4	5	1
chr5	79480044	79480444	0	0	0	0	0	0
chr5	79480444	79482844	71	44	55	17	152	6
chr5	79483244	79483444	0	0	27	47	54	0
chr5	79489444	79489644	0	0	0	0	0	0
chr5	79540844	79542644	76	28	87	6	4	0
chr5	79542644	79543644	0	78	1	0	2	0
chr5	79553644	79554044	144	63	178	235	169	166
chr5	79554044	79554444	55	1	67	18	10	14
chr5	79788844	79789244	0	0	0	0	2	10
chr5	79789244	79789444	0	0	0	0	0	8
chr5	79999844	80000244	0	107	0	54	5	20
chr5	80528644	80528844	2	17	3	2	2	58
chr5	80565844	80566644	51	78	0	5	102	29
chr5	80911844	80912044	2	1	21	8	5	2
chr5	80912044	80912444	10	2	7	18	4	8
chr5	81083844	81084044	0	16	0	0	1	0
chr5	81146644	81146844	22	17	197	142	214	58
chr5	81146844	81147444	77	86	222	151	216	120
chr5	81197444	81198044	0	0	2	0	0	25
chr5	81267044	81267244	65	22	180	145	398	70
chr5	81276244	81276444	0	11	0	1	67	6
chr5	81276444	81276844	98	36	100	5	87	12
chr5	81276844	81277044	47	30	2	54	38	10
chr5	81327244	81327644	30	1	0	76	5	19
chr5	81327644	81327844	0	42	0	1	3	42
chr5	81569844	81570444	2686	2586	2551	3020	3989	2380
chr5	81570444	81571044	2420	2929	1537	2899	3347	2644
chr5	81572444	81572644	37	8	108	18	275	86
chr5	82228444	82228644	0	1	0	0	0	0
chr5	82649844	82650844	0	0	0	0	0	4
chr5	82651044	82651444	0	0	0	0	0	0
chr5	82651444	82651644	0	0	0	0	0	0
chr5	82770844	82771644	2	38	0	0	2	41
chr5	82772044	82772244	41	0	0	1	0	0
chr5	83095044	83095444	2	0	1	6	2	1
chr5	83860244	83860644	0	0	0	0	0	0
chr5	83893444	83894844	0	0	0	0	0	0
chr5	83999644	83999844	0	2	5	7	2	0
chr5	85806444	85806644	5	1	1	2	2	0
chr5	85914844	85915244	18	82	1	1	4	64
chr5	85940044	85942044	0	1	0	0	0	0
chr5	87552044	87552844	0	34	1	2	101	2
chr5	87552844	87553044	0	50	68	2	9	1
chr5	87553044	87553644	33	3	3	4	105	53
chr5	87684244	87685844	0	1	2	0	0	18
chr5	88743044	88743244	0	0	0	0	0	0
chr5	88999244	89000244	0	0	0	0	0	0
chr5	89000444	89000844	0	0	0	0	0	0
chr5	89504244	89504644	2	4	0	18	8	1
chr5	89662644	89663044	0	0	0	0	0	0
chr5	90204844	90205244	37	4	0	1	0	38
chr5	90235844	90236844	244	162	60	13	20	345
chr5	90391044	90391444	1	32	2	2	2	0
chr5	90391644	90392444	43	46	1	3	6	11
chr5	90634644	90635044	0	0	0	0	0	0
chr5	92757844	92758044	1	56	57	113	16	20
chr5	92792844	92793044	23	6	37	99	5	30
chr5	93690244	93690844	0	0	0	0	0	0
chr5	93693244	93693644	0	17	0	0	1	0
chr5	93695844	93696444	8	0	0	31	1	5
